NORAD_CAT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,BSTAR,INCLINATION,MEAN_ANOMALY,ARG_OF_PERICENTER,RA_OF_ASC_NODE,TLE_LINE1,TLE_LINE2,A_KM,HP_KM,HA_KM
25544,2020-01-01 06:11:10.983264+00:00,15.49530329,0.0005055,3.4254e-05,51.6446,3.7257,90.7711,99.4171,1 25544U 98067A   20001.25776601  .00001469  00000-0  34254-4 0  9999,2 25544  51.6446  99.4171 0005055  90.7711   3.7257 15.49530329205988,6796.23603962628,414.6635423082489,421.5345369443121
25544,2020-01-01 12:23:48.583392+00:00,15.49528784,0.0005144,2.3811e-05,51.6442,7.228,91.7041,98.137,1 25544U 98067A   20001.51653453  .00000882  00000-0  23811-4 0  9992,2 25544  51.6442  98.1370 0005144  91.7041   7.2280 15.49528784206020,6796.240557207386,414.6075710647583,421.59954335001294
25544,2020-01-01 14:05:26.578752+00:00,15.49530004,0.0005337,2.9727e-05,51.644,40.6973,92.2059,97.7889,1 25544U 98067A   20001.58711318  .00001214  00000-0  29727-4 0  9996,2 25544  51.6440  97.7889 0005337  92.2059  40.6973 15.49530004206036,6796.23698992589,414.47283824436727,421.7271416074145
25544,2020-01-01 17:17:49.889184+00:00,15.49530653,0.0005339,3.1165e-05,51.6443,65.8338,92.8411,97.1279,1 25544U 98067A   20001.72071631  .00001295  00000-0  31165-4 0  9997,2 25544  51.6443  97.1279 0005339  92.8411  65.8338 15.49530653206052,6796.235092251,414.46958233524765,421.72660216675376
25544,2020-01-01 18:47:02.666400+00:00,15.49530463,0.0005179,2.7562e-05,51.6444,51.8986,92.6004,96.8194,1 25544U 98067A   20001.78266975  .00001093  00000-0  27562-4 0  9992,2 25544  51.6444  96.8194 0005179  92.6004  51.8986 15.49530463206067,6796.2356478105385,414.5788773685381,421.6184182525394
25544,2020-01-01 23:32:58.157952+00:00,15.49530464,0.0005118,2.5131e-05,51.6446,80.7221,92.1286,95.8365,1 25544U 98067A   20001.98122868  .00000956  00000-0  25131-4 0  9993,2 25544  51.6446  95.8365 0005118  92.1286  80.7221 15.49530464206095,6796.23564488654,414.62033148348837,421.57695828959277
25544,2020-01-02 05:23:19.891392+00:00,15.49532077,0.0005118,2.8009e-05,51.6446,357.9673,93.0259,94.6316,1 25544U 98067A   20002.22453578  .00001118  00000-0  28009-4 0  9994,2 25544  51.6446  94.6316 0005118  93.0259 357.9673 15.49532077206135,6796.230928482081,414.61561749288467,421.5722394712784
25544,2020-01-02 08:34:21.432000+00:00,15.49525885,0.0005118,-1.3346e-05,51.6446,17.9545,93.5145,93.9746,1 25544U 98067A   20002.35719250 -.00001204  00000-0 -13346-4 0  9996,2 25544  51.6446  93.9746 0005118  93.5145  17.9545 15.49525885206155,6796.24903390572,414.6337136501679,421.59035416127335
25544,2020-01-02 13:21:04.146336+00:00,15.4952834,0.0005246,1.7542e-06,51.645,49.1252,93.7494,92.9926,1 25544U 98067A   20002.55629799 -.00000357  00000-0  17542-5 0  9996,2 25544  51.6450  92.9926 0005246  93.7494  49.1252 15.49528340206184,6796.241855465092,414.53954698771577,421.67016394247
25544,2020-01-02 16:29:38.599584+00:00,15.49528879,0.0005242,4.5543e-06,51.645,59.9202,93.9407,92.3441,1 25544U 98067A   20002.68725231 -.00000199  00000-0  45543-5 0  9994,2 25544  51.6450  92.3441 0005242  93.9407  59.9202 15.49528879206206,6796.240279427101,414.5406902726263,421.66586858157734
25544,2020-01-02 18:00:09.107424+00:00,15.49535347,0.000498,0.00015644,51.6472,54.2126,90.4915,92.036,1 25544U 98067A   20002.75010541  .00008340  00000-0  15644-3 0  9995,2 25544  51.6472  92.0360 0004980  90.4915  54.2126 15.49535347206213,6796.221367042476,414.69984880168977,421.46888528326417
25544,2020-01-03 09:17:27.741696+00:00,15.49530987,0.0005239,1.1608e-05,51.6449,4.4207,96.1369,88.8781,1 25544U 98067A   20003.38712664  .00000197  00000-0  11608-4 0  9999,2 25544  51.6449  88.8781 0005239  96.1369   4.4207 15.49530987206314,6796.234115636089,414.5365685829074,421.6576626892702
25544,2020-01-03 12:29:36.117024+00:00,15.49531671,0.0005223,1.4414e-05,51.6445,25.5891,99.7781,88.2182,1 25544U 98067A   20003.52055691  .00000354  00000-0  14414-4 0  9998,2 25544  51.6445  88.2182 0005223  99.7781  25.5891 15.49531671206335,6796.232115623412,414.5454435894226,421.64478765740296
25544,2020-01-03 14:06:25.790400+00:00,15.49531766,0.0005197,1.3401e-05,51.6443,41.392,99.318,87.8851,1 25544U 98067A   20003.58779850  .00000298  00000-0  13401-4 0  9996,2 25544  51.6443  87.8851 0005197  99.3180  41.3920 15.49531766206345,6796.23183784399,414.5628361578629,421.62683953011765
25544,2020-01-03 17:10:52.325760+00:00,15.49531437,0.0005189,0.0,51.6455,36.9381,98.7406,87.2527,1 25544U 98067A   20003.71588340 -.00000455  00000-0  00000+0 0  9995,2 25544  51.6455  87.2527 0005189  98.7406  36.9381 15.49531437206365,6796.23279983811,414.5692346382739,421.622365037947
25544,2020-01-04 00:35:16.622016+00:00,15.49532958,0.0005225,1.5601e-05,51.645,318.5272,99.8404,85.7224,1 25544U 98067A   20004.02449794  .00000421  00000-0  15601-4 0  9999,2 25544  51.6450  85.7224 0005225  99.8404 318.5272 15.49532958206411,6796.228352445654,414.5403231315022,421.642381759807
25544,2020-01-04 09:50:48.282720+00:00,15.49534821,0.0005219,1.9424e-05,51.6452,311.1871,100.6283,83.8111,1 25544U 98067A   20004.41028105  .00000636  00000-0  19424-4 0  9996,2 25544  51.6452  83.8111 0005219 100.6283 311.1871 15.49534821206477,6796.22290505771,414.53895632356034,421.6328537918598
25544,2020-01-04 13:18:16.277184+00:00,15.49535291,0.0005225,1.991e-05,51.6452,34.8769,101.1617,83.0976,1 25544U 98067A   20004.55435506  .00000663  00000-0  19910-4 0  9998,2 25544  51.6452  83.0976 0005225 101.1617  34.8769 15.49535291206491,6796.221530785502,414.5335050356671,421.63555653533786
25544,2020-01-04 16:27:04.475808+00:00,15.49536989,0.0005237,2.4268e-05,51.6452,46.9806,100.9403,82.4484,1 25544U 98067A   20004.68546847  .00000908  00000-0  24268-4 0  9997,2 25544  51.6452  82.4484 0005237 100.9403  46.9806 15.49536989206515,6796.216565867445,414.5203872519005,421.63874448298975
25544,2020-01-04 17:59:51.625248+00:00,15.49537135,0.0005235,2.4184e-05,51.6452,46.4549,101.1409,82.1293,1 25544U 98067A   20004.74990307  .00000903  00000-0  24184-4 0  9990,2 25544  51.6452  82.1293 0005235 101.1409  46.4549 15.49537135206521,6796.216138966786,414.5213198180372,421.636958115535
25544,2020-01-04 22:45:15.782112+00:00,15.49537094,0.0005192,2.2358e-05,51.6453,73.3006,100.626,81.149,1 25544U 98067A   20004.94809933  .00000801  00000-0  22358-4 0  9994,2 25544  51.6453  81.1490 0005192 100.6260  73.3006 15.49537094206555,6796.21625884984,414.5506633682453,421.6078543314361
25544,2020-01-05 05:55:04.710720+00:00,15.49536489,0.0005102,6.1293e-06,51.6455,299.2525,100.8091,79.6731,1 25544U 98067A   20005.24658230 -.00000111  00000-0  61293-5 0  9997,2 25544  51.6455  79.6731 0005102 100.8091 299.2525 15.49536489206600,6796.218027856507,414.61359741869546,421.54845829431906
25544,2020-01-05 09:16:12.869184+00:00,15.49538122,0.0005229,2.2322e-05,51.6455,357.323,102.4245,78.9796,1 25544U 98067A   20005.38626006  .00000799  00000-0  22322-4 0  9998,2 25544  51.6455  78.9796 0005229 102.4245 357.3230 15.49538122206629,6796.213253003135,414.52251309314033,421.6299929131301
25544,2020-01-05 14:07:29.647776+00:00,15.49539649,0.0005202,2.6357e-05,51.6453,46.361,102.5065,77.9782,1 25544U 98067A   20005.58853759  .00001026  00000-0  26357-4 0  9993,2 25544  51.6453  77.9782 0005202 102.5065  46.3610 15.49539649206658,6796.208788098846,414.5364002872775,421.6071759104143
25544,2020-01-05 21:57:56.048256+00:00,15.49540473,0.000518,2.577e-05,51.6455,69.2804,103.2037,76.3608,1 25544U 98067A   20005.91523204  .00000993  00000-0  25770-4 0  9999,2 25544  51.6455  76.3608 0005180 103.2037  69.2804 15.49540473206704,6796.206378749476,414.54894384528416,421.5898136536689
25544,2020-01-06 05:14:42.670752+00:00,15.49541279,0.0005175,2.5562e-05,51.6451,320.9884,104.6226,74.859,1 25544U 98067A   20006.21854943  .00000981  00000-0  25562-4 0  9996,2 25544  51.6451  74.8590 0005175 104.6226 320.9884 15.49541279206757,6796.204022033595,414.5499864521935,421.5840576149967
25544,2020-01-06 08:28:12.590400+00:00,15.49541523,0.0005176,2.5157e-05,51.6451,350.5931,105.0978,74.1937,1 25544U 98067A   20006.35292350  .00000958  00000-0  25157-4 0  9993,2 25544  51.6451  74.1937 0005176 105.0978 350.5931 15.49541523206771,6796.203308586508,414.54859375398337,421.58402341903275
25544,2020-01-06 13:22:06.940128+00:00,15.49542542,0.0005159,2.6955e-05,51.6453,49.5527,105.4393,73.183,1 25544U 98067A   20006.55702477  .00001059  00000-0  26955-4 0  9991,2 25544  51.6453  73.1830 0005159 105.4393  49.5527 15.49542542206802,6796.200329069762,414.5571693199954,421.5694888195285
25544,2020-01-06 16:14:48.715008+00:00,15.49543021,0.0005184,2.6906e-05,51.6456,358.7035,105.7308,72.5901,1 25544U 98067A   20006.67695272  .00001057  00000-0  26906-4 0  9992,2 25544  51.6456  72.5901 0005184 105.7308 358.7035 15.49543021206828,6796.198928493342,414.53877896881113,421.58507801787255
25544,2020-01-07 06:02:40.507008+00:00,15.49543979,0.0005135,2.3917e-05,51.6455,324.969,108.6068,69.7436,1 25544U 98067A   20007.25185772  .00000889  00000-0  23917-4 0  9997,2 25544  51.6455  69.7436 0005135 108.6068 324.9690 15.49543979206913,6796.196127342667,414.56928063127725,421.5489740540579
25544,2020-01-07 09:13:42.852000+00:00,15.49544474,0.0005143,2.4276e-05,51.6455,345.4895,108.6341,69.0865,1 25544U 98067A   20007.38452375  .00000909  00000-0  24276-4 0  9999,2 25544  51.6455  69.0865 0005143 108.6341 345.4895 15.49544474206933,6796.194679985151,414.56239706123506,421.5529629090688
25544,2020-01-07 14:09:41.330880+00:00,15.4954616,0.0005157,2.7857e-05,51.6455,52.9737,108.4755,68.0699,1 25544U 98067A   20007.59006170  .00001110  00000-0  27857-4 0  9993,2 25544  51.6455  68.0699 0005157 108.4755  52.9737 15.49546160206961,6796.1897502035135,414.5479551493336,421.5575452576941
25544,2020-01-07 15:27:59.249664+00:00,15.49546346,0.0005156,2.7905e-05,51.6456,356.3087,108.6593,67.8006,1 25544U 98067A   20007.64443576  .00001113  00000-0  27905-4 0  9991,2 25544  51.6456  67.8006 0005156 108.6593 356.3087 15.49546346206978,6796.189206349147,414.54809119435413,421.5563215039401
25544,2020-01-08 07:00:19.467072+00:00,15.49548321,0.0005137,2.7822e-05,51.6455,7.8376,111.2659,64.5943,1 25544U 98067A   20008.29189198  .00001108  00000-0  27822-4 0  9992,2 25544  51.6455  64.5943 0005137 111.2659   7.8376 15.49548321207079,6796.183431558153,414.5552321293617,421.53763098694435
25544,2020-01-08 11:44:27.425184+00:00,15.49549116,0.0005128,2.9033e-05,51.6454,29.2747,111.2484,63.617,1 25544U 98067A   20008.48920631  .00001177  00000-0  29033-4 0  9990,2 25544  51.6454  63.6170 0005128 111.2484  29.2747 15.49549116207103,6796.1811070254935,414.5590253538112,421.52918869717723
25544,2020-01-08 13:18:21.018816+00:00,15.49549283,0.0005128,2.844e-05,51.6454,33.0063,111.4886,63.2941,1 25544U 98067A   20008.55440994  .00001143  00000-0  28440-4 0  9991,2 25544  51.6454  63.2941 0005128 111.4886  33.0063 15.49549283207113,6796.180618727691,414.55853730640774,421.5287001489751
25544,2020-01-08 14:47:59.570880+00:00,15.4954971,0.0005166,2.9535e-05,51.6453,20.6273,111.3596,62.9871,1 25544U 98067A   20008.61666170  .00001205  00000-0  29535-4 0  9999,2 25544  51.6453  62.9871 0005166 111.3596  20.6273 15.49549710207120,6796.179370206163,414.5314639435155,421.5532764688123
25544,2020-01-09 06:06:02.193120+00:00,15.49549796,0.0005238,2.3433e-05,51.645,337.9139,112.8001,59.8307,1 25544U 98067A   20009.25419205  .00000862  00000-0  23433-4 0  9994,2 25544  51.6450  59.8307 0005238 112.8001 337.9139 15.49549796207223,6796.179118747564,414.4822801251639,421.6019573699641
25544,2020-01-09 06:12:32.234688+00:00,15.49549871,0.0005231,2.3631e-05,51.645,2.8809,113.0329,59.8084,1 25544U 98067A   20009.25870642  .00000873  00000-0  23631-4 0  9992,2 25544  51.6450  59.8084 0005231 113.0329   2.8809 15.49549871207220,6796.178899452294,414.4868182699911,421.59698063459837
25544,2020-01-09 14:08:22.549632+00:00,15.49547809,0.0005256,7.6486e-06,51.6454,45.1089,115.3542,58.1754,1 25544U 98067A   20009.58914988 -.00000025  00000-0  76486-5 0  9997,2 25544  51.6454  58.1754 0005256 115.3542  45.1089 15.49547809207273,6796.184928616716,414.475853818235,421.62000341519797
25544,2020-01-10 00:36:44.398368+00:00,15.49550213,0.0005256,1.7871e-05,51.6454,319.3151,116.9618,56.0143,1 25544U 98067A   20010.02551387  .00000549  00000-0  17871-4 0  9990,2 25544  51.6454  56.0143 0005256 116.9618 319.3151 15.49550213207340,6796.177899466083,414.46882836212353,421.6129705700423
25544,2020-01-10 06:52:16.270752+00:00,15.49550218,0.0005185,1.6279e-05,51.6454,334.727,117.2694,54.7213,1 25544U 98067A   20010.28629943  .00000460  00000-0  16279-4 0  9995,2 25544  51.6454  54.7213 0005185 117.2694 334.7270 15.49550218207384,6796.177884846404,414.51706661311164,421.5647030796972
25544,2020-01-10 13:19:33.296736+00:00,15.49550061,0.0005209,1.4046e-05,51.6455,35.0981,118.1753,53.3902,1 25544U 98067A   20010.55524649  .00000334  00000-0  14046-4 0  9992,2 25544  51.6455  53.3902 0005209 118.1753  35.0981 15.49550061207429,6796.178343904353,414.50121460501305,421.58147320369244
25544,2020-01-10 16:11:09.078432+00:00,15.49549607,0.0005192,1.126e-05,51.6455,339.2932,119.1607,52.8003,1 25544U 98067A   20010.67441063  .00000178  00000-0  11260-4 0  9994,2 25544  51.6455  52.8003 0005192 119.1607 339.2932 15.49549607207446,6796.179671371726,414.51409488635,421.5712478571022
25544,2020-01-10 22:12:52.716960+00:00,15.49549926,0.0005192,1.126e-05,51.6455,300.5796,120.0859,51.5563,1 25544U 98067A   20010.92561015  .00000178  00000-0  11260-4 0  9992,2 25544  51.6455  51.5563 0005192 120.0859 300.5796 15.49549926207480,6796.178738635772,414.51316263467197,421.57031463687235
25544,2020-01-10 23:48:25.439040+00:00,15.49550125,0.0005192,1.1565e-05,51.6455,310.7114,120.3305,51.2277,1 25544U 98067A   20010.99196110  .00000195  00000-0  11565-4 0  9996,2 25544  51.6455  51.2277 0005192 120.3305 310.7114 15.49550125207499,6796.17815677244,414.51258107344347,421.5697324714374
25544,2020-01-11 06:07:25.912128+00:00,15.49550468,0.0005192,1.1565e-05,51.6455,338.9406,121.3003,49.9243,1 25544U 98067A   20011.25516102  .00000195  00000-0  11565-4 0  9993,2 25544  51.6455  49.9243 0005192 121.3003 338.9406 15.49550468207533,6796.177153862567,414.51157868428163,421.5687290408532
25544,2020-01-11 14:04:35.290848+00:00,15.49551704,0.0005146,1.357e-05,51.6459,28.8854,121.0229,48.284,1 25544U 98067A   20011.58651957  .00000308  00000-0  13570-4 0  9991,2 25544  51.6459  48.2840 0005146 121.0229  28.8854 15.49551704207589,6796.173539881373,414.5392289777501,421.5338507849956
25544,2020-01-11 20:21:38.750688+00:00,15.49552011,0.0005135,1.3208e-05,51.646,49.6818,121.8663,46.9879,1 25544U 98067A   20011.84836517  .00000287  00000-0  13208-4 0  9991,2 25544  51.6460  46.9879 0005135 121.8663  49.6818 15.49552011207624,6796.172642234686,414.5458075828983,421.52547688647337
25544,2020-01-12 03:42:28.375776+00:00,15.49553527,0.0005091,1.6308e-05,51.6459,317.2784,123.1135,45.4723,1 25544U 98067A   20012.15449509  .00000462  00000-0  16308-4 0  9996,2 25544  51.6459  45.4723 0005091 123.1135 317.2784 15.49553527207678,6796.168209560272,414.5712803247843,421.49113879575907
25544,2020-01-12 05:25:13.866816+00:00,15.49553944,0.0005091,1.7407e-05,51.6459,355.3525,123.3767,45.1189,1 25544U 98067A   20012.22585494  .00000523  00000-0  17407-4 0  9997,2 25544  51.6459  45.1189 0005091 123.3767 355.3525 15.49553944207684,6796.166990283683,414.57006166892916,421.4899188984364
25544,2020-01-12 08:31:00.069888+00:00,15.49554506,0.0005091,1.8537e-05,51.6459,355.0051,123.852,44.48,1 25544U 98067A   20012.35486192  .00000587  00000-0  18537-4 0  9991,2 25544  51.6459  44.4800 0005091 123.8520 355.0051 15.49554506207707,6796.165347038882,414.5684192607041,421.4882748170594
25544,2020-01-12 13:13:05.735712+00:00,15.49558438,0.0004978,3.4688e-05,51.6453,11.7957,120.5892,43.5123,1 25544U 98067A   20012.55076083  .00001495  00000-0  34688-4 0  9991,2 25544  51.6453  43.5123 0004978 120.5892  11.7957 15.49558438207730,6796.153850200905,414.6337248142754,421.39997558753566
25544,2020-01-12 14:49:28.759872+00:00,15.49558662,0.0004973,3.453e-05,51.6453,25.2219,120.7899,43.1808,1 25544U 98067A   20012.61769398  .00001486  00000-0  34530-4 0  9992,2 25544  51.6453  43.1808 0004973 120.7899  25.2219 15.49558662207741,6796.1531952451705,414.63646826117474,421.395922229166
25544,2020-01-12 19:34:37.812288+00:00,15.49557581,0.0005048,2.5928e-05,51.6452,47.8093,123.5746,42.2007,1 25544U 98067A   20012.81571542  .00001003  00000-0  25928-4 0  9992,2 25544  51.6452  42.2007 0005048 123.5746  47.8093 15.49557581207779,6796.156355992832,414.58865626432726,421.4500557213378
25544,2020-01-13 03:02:47.666976+00:00,15.4955901,0.0005021,2.7569e-05,51.6448,343.9952,124.6787,40.6599,1 25544U 98067A   20013.12694059  .00001095  00000-0  27569-4 0  9990,2 25544  51.6448  40.6599 0005021 124.6787 343.9952 15.49559010207829,6796.152177724965,414.6028297165303,421.42752573340204
25544,2020-01-13 06:05:41.665344+00:00,15.49559205,0.0005021,2.656e-05,51.6448,332.5313,125.1468,40.0308,1 25544U 98067A   20013.25395446  .00001038  00000-0  26560-4 0  9999,2 25544  51.6448  40.0308 0005021 125.1468 332.5313 15.49559205207846,6796.151607562949,414.6022598407917,421.4269552851065
25544,2020-01-13 09:21:35.626752+00:00,15.49560247,0.0005021,2.9689e-05,51.6448,11.4262,125.6485,39.3571,1 25544U 98067A   20013.38999568  .00001214  00000-0  29689-4 0  9999,2 25544  51.6448  39.3571 0005021 125.6485  11.4262 15.49560247207869,6796.14856085307,414.5992146606668,421.42390704547506
25544,2020-01-13 12:33:06.388704+00:00,15.49560692,0.0005021,2.9689e-05,51.6448,33.3273,126.1385,38.6984,1 25544U 98067A   20013.52299061  .00001214  00000-0  29689-4 0  9996,2 25544  51.6448  38.6984 0005021 126.1385  33.3273 15.49560692207885,6796.147259716014,414.5979141769112,421.42260525511756
25544,2020-01-13 14:01:47.576352+00:00,15.49560898,0.0005021,2.9689e-05,51.6448,16.8896,126.3658,38.3934,1 25544U 98067A   20013.58457843  .00001214  00000-0  29689-4 0  9996,2 25544  51.6448  38.3934 0005021 126.3658  16.8896 15.49560898207898,6796.146657392104,414.59731215542797,421.42200262878123
25544,2020-01-14 01:07:30.304128+00:00,15.49562941,0.0005018,3.1277e-05,51.645,75.568,128.2963,36.1045,1 25544U 98067A   20014.04687852  .00001304  00000-0  31277-4 0  9999,2 25544  51.6450  36.1045 0005018 128.2963  75.5680 15.49562941207968,6796.14068386658,414.5933804714159,421.4139872617452
25544,2020-01-14 08:32:07.730592+00:00,15.49562537,0.0005001,2.7319e-05,51.6449,357.9631,129.4631,34.5761,1 25544U 98067A   20014.35564503  .00001081  00000-0  27319-4 0  9994,2 25544  51.6449  34.5761 0005001 129.4631 357.9631 15.49562537208011,6796.141865120708,414.60611457396135,421.4036156674547
25544,2020-01-14 11:44:41.487648+00:00,15.49562949,0.0005001,2.7319e-05,51.6449,23.9325,129.956,33.9138,1 25544U 98067A   20014.48936907  .00001081  00000-0  27319-4 0  9999,2 25544  51.6449  33.9138 0005001 129.9560  23.9325 15.49562949208037,6796.140660475414,414.60491053111036,421.40241041971785
25544,2020-01-14 13:13:31.970208+00:00,15.49563139,0.0005001,2.7319e-05,51.6449,8.0955,130.1836,33.6082,1 25544U 98067A   20014.55106447  .00001081  00000-0  27319-4 0  9995,2 25544  51.6449  33.6082 0005001 130.1836   8.0955 15.49563139208048,6796.140104935288,414.60435526880974,421.4018546017669
25544,2020-01-14 20:37:42.479616+00:00,15.4956348,0.000497,2.4739e-05,51.6453,288.7415,131.3654,32.0817,1 25544U 98067A   20014.85951944 +.00000936 +00000-0 +24739-4 0  9999,2 25544 051.6453 032.0817 0004970 131.3654 288.7415 15.49563480208099,6796.139107887242,414.62442675062266,421.37978902386203
25544,2020-01-15 01:28:32.896704+00:00,15.49563724,0.0004965,2.3503e-05,51.645,335.2909,132.2481,31.0816,1 25544U 98067A   20015.06149186  .00000867  00000-0  23503-4 0  9991,2 25544  51.6450  31.0816 0004965 132.2481 335.2909 15.49563724208127,6796.138394457193,414.6271117443448,421.37567717004003
25544,2020-01-15 06:10:09.398208+00:00,15.49563223,0.0004968,1.9987e-05,51.6452,346.9795,132.2007,30.1131,1 25544U 98067A   20015.25705322  .00000669  00000-0  19987-4 0  9993,2 25544  51.6452  30.1131 0004968 132.2007 346.9795 15.49563223208155,6796.139859328111,414.6265370459978,421.3791816102257
25544,2020-01-15 12:25:42.807648+00:00,15.49564124,0.0005006,2.0678e-05,51.6451,2.1074,132.9082,28.8217,1 25544U 98067A   20015.51785657  .00000708  00000-0  20678-4 0  9994,2 25544  51.6451  28.8217 0005006 132.9082   2.1074 15.49564124208193,6796.137224900141,414.598078605356,421.4023711949267
25544,2020-01-15 18:47:00.697344+00:00,15.49564288,0.0004963,1.9063e-05,51.6453,39.2457,133.8579,27.5116,1 25544U 98067A   20015.78264696  .00000617  00000-0  19063-4 0  9993,2 25544  51.6453  27.5116 0004963 133.8579  39.2457 15.49564288208233,6796.136745381894,414.6268227151613,421.372668048627
25544,2020-01-16 01:57:14.588640+00:00,15.49565224,0.0005004,1.9493e-05,51.6452,265.2382,135.6472,26.033,1 25544U 98067A   20016.08141885  .00000641  00000-0  19493-4 0  9995,2 25544  51.6452  26.0330 0005004 135.6472 265.2382 15.49565224208287,6796.134008620839,414.5962231629255,421.3977940787536
25544,2020-01-16 06:26:56.155200+00:00,15.49565859,0.0004993,2.0333e-05,51.6452,230.1249,136.2175,25.1055,1 25544U 98067A   20016.26870550 +.00000688 +00000-0 +20333-4 0  9999,2 25544 051.6452 025.1055 0004993 136.2175 230.1249 15.49565859208315,6796.132151952248,414.60184316877894,421.3884607357177
25544,2020-01-16 08:32:21.393024+00:00,15.495664,0.0004961,2.1465e-05,51.6452,355.9024,136.631,24.6741,1 25544U 98067A   20016.35580316  .00000752  00000-0  21465-4 0  9996,2 25544  51.6452  24.6741 0004961 136.6310 355.9024 15.49566400208322,6796.130570130087,414.6220097542455,421.3651305059293
25544,2020-01-16 17:09:57.000384+00:00,15.49568012,0.000496,2.3588e-05,51.6455,201.6045,137.3697,22.8949,1 25544U 98067A   20016.71524306  .00000872  00000-0  23588-4 0  9994,2 25544  51.6455  22.8949 0004960 137.3697 201.6045 15.49568012208376,6796.125856831803,414.61797840681356,421.3597352567922
25544,2020-01-16 22:14:53.517120+00:00,15.49569255,0.0004979,2.5928e-05,51.6456,302.8504,138.2273,21.8462,1 25544U 98067A   20016.92700830  .00001003  00000-0  25928-4 0  9992,2 25544  51.6456  21.8462 0004979 138.2273 302.8504 15.49569255208415,6796.122222451671,414.6014331971128,421.3690117062306
25544,2020-01-17 01:13:15.980160+00:00,15.49569535,0.0004984,2.572e-05,51.6454,274.0975,138.4447,21.2331,1 25544U 98067A   20017.05087940  .00000991  00000-0  25720-4 0  9992,2 25544  51.6454  21.2331 0004984 138.4447 274.0975 15.49569535208438,6796.121403766551,414.5972168589142,421.37159067418816
25544,2020-01-17 06:08:47.801184+00:00,15.49569439,0.0005016,2.3835e-05,51.6455,338.5975,139.5601,20.2166,1 25544U 98067A   20017.25610881  .00000885  00000-0  23835-4 0  9997,2 25544  51.6455  20.2166 0005016 139.5601 338.5975 15.49569439208467,6796.121684458565,414.5757498216408,421.39361909549007
25544,2020-01-17 09:21:30.904128+00:00,15.49570179,0.0004969,2.5693e-05,51.6454,5.6169,139.6102,19.5538,1 25544U 98067A   20017.38994102  .00000990  00000-0  25693-4 0  9993,2 25544  51.6454  19.5538 0004969 139.6102   5.6169 15.49570179208485,6796.119520791713,414.6055290018312,421.35951258159366
25544,2020-01-17 12:26:41.748000+00:00,15.49570714,0.0004969,2.6379e-05,51.6454,2.9937,140.0843,18.9169,1 25544U 98067A   20017.51853875  .00001029  00000-0  26379-4 0  9995,2 25544  51.6454  18.9169 0004969 140.0843   2.9937 15.49570714208507,6796.117956520128,414.60396550753376,421.3579475327224
25544,2020-01-17 21:26:42.040032+00:00,15.49571854,0.0005048,2.6247e-05,51.6456,294.3151,142.0845,17.0608,1 25544U 98067A   20017.89354213  .00001021  00000-0  26247-4 0  9994,2 25544  51.6456  17.0608 0005048 142.0845 294.3151 15.49571854208567,6796.114623308915,414.5469446470688,421.4083019707623
25544,2020-01-18 11:38:25.628640+00:00,15.49571972,0.0004974,2.1508e-05,51.6455,355.1995,142.9001,14.1322,1 25544U 98067A   20018.48501885 +.00000755 +00000-0 +21508-4 0  9997,2 25544 051.6455 014.1322 0004974 142.9001 355.1995 15.49571972208650,6796.114278292549,414.5968910505271,421.3576655345714
25544,2020-01-18 20:38:13.491168+00:00,15.49572482,0.0004972,1.9853e-05,51.6456,286.0957,144.5228,12.276,1 25544U 98067A   20018.85987837  .00000662  00000-0  19853-4 0  9990,2 25544  51.6456  12.2760 0004972 144.5228 286.0957 15.49572482208717,6796.1127871206245,414.5967598428688,421.3548143983817
25544,2020-01-19 03:02:51.326016+00:00,15.49572028,0.0004959,1.6123e-05,51.646,336.4447,145.1858,10.9537,1 25544U 98067A   20019.12698294  .00000452  00000-0  16123-4 0  9991,2 25544  51.6460  10.9537 0004959 145.1858 336.4447 15.49572028208754,6796.114114555984,414.6069215665757,421.34730754539305
25544,2020-01-19 06:12:37.282176+00:00,15.4957241,0.000496,1.6773e-05,51.6461,351.5702,145.6856,10.3016,1 25544U 98067A   20019.25876484  .00000488  00000-0  16773-4 0  9994,2 25544  51.6461  10.3016 0004960 145.6856 351.5702 15.49572410208775,6796.112997638964,414.60512559213475,421.34686968579354
25544,2020-01-19 12:13:36.251904+00:00,15.49573114,0.000497,1.7069e-05,51.6459,310.0706,146.5335,9.06,1 25544U 98067A   20019.50944736  .00000505  00000-0  17069-4 0  9997,2 25544  51.6459   9.0600 0004970 146.5335 310.0706 15.49573114208810,6796.110939238119,414.5962721013175,421.35160637492027
25544,2020-01-19 19:50:42.182304+00:00,15.49573827,0.000497,1.7323e-05,51.6459,280.7766,147.768,7.488,1 25544U 98067A   20019.82687711  .00000519  00000-0  17323-4 0  9997,2 25544  51.6459   7.4880 0004970 147.7680 280.7766 15.49573827208863,6796.108854524077,414.5941884233789,421.34952062477623
25544,2020-01-19 21:27:38.428128+00:00,15.49574014,0.000497,1.7435e-05,51.6459,296.3061,148.0163,7.1546,1 25544U 98067A   20019.89419477  .00000526  00000-0  17435-4 0  9998,2 25544  51.6459   7.1546 0004970 148.0163 296.3061 15.49574014208870,6796.108307762034,414.5936419330774,421.3489735909916
